"시도별","연령계층별","시점","항목",데이터
"계","15 - 24세","2018","경제활동인구 (천명)",1672
"계","15 - 24세","2018","비경제활동인구 (천명)",4045
"계","15 - 24세","2018","경제활동참가율 (%)",29.3
"계","15 - 24세","2018","고용률 (%)",26.2
"계","15 - 24세","2019","15세이상인구 (천명)",5543
"계","15 - 24세","2019","경제활동인구 (천명)",1641
"계","15 - 24세","2019","비경제활동인구 (천명)",3902
"계","15 - 24세","2019","경제활동참가율 (%)",29.6
"계","15 - 24세","2019","고용률 (%)",26.5
"계","15 - 24세","2020","15세이상인구 (천명)",5329
"계","15 - 24세","2020","경제활동인구 (천명)",1501
"계","15 - 24세","2020","비경제활동인구 (천명)",3828
"계","15 - 24세","2020","경제활동참가율 (%)",28.2
"계","15 - 24세","2020","고용률 (%)",25.2
"계","15 - 24세","2021","15세이상인구 (천명)",5139
"계","15 - 24세","2021","경제활동인구 (천명)",1519
"계","15 - 24세","2021","비경제활동인구 (천명)",3620
"계","15 - 24세","2021","경제활동참가율 (%)",29.6
"계","15 - 24세","2021","고용률 (%)",27.0
"계","15 - 24세","2022","15세이상인구 (천명)",4977
"계","15 - 24세","2022","경제활동인구 (천명)",1543
"계","15 - 24세","2022","비경제활동인구 (천명)",3434
"계","15 - 24세","2022","경제활동참가율 (%)",31.0
"계","15 - 24세","2022","고용률 (%)",28.8
"계","15 - 24세","2023","15세이상인구 (천명)",4887
"계","15 - 24세","2023","경제활동인구 (천명)",1448
"계","15 - 24세","2023","비경제활동인구 (천명)",3439
"계","15 - 24세","2023","경제활동참가율 (%)",29.6
"계","15 - 24세","2023","고용률 (%)",27.9
"계","15 - 24세","2024","15세이상인구 (천명)",4713
"계","15 - 24세","2024","경제활동인구 (천명)",1348
"계","15 - 24세","2024","비경제활동인구 (천명)",3365
"계","15 - 24세","2024","경제활동참가율 (%)",28.6
"계","15 - 24세","2024","고용률 (%)",26.8
"서울특별시","계","2014","15세이상인구 (천명)",8612
"서울특별시","계","2014","경제활동인구 (천명)",5449
"서울특별시","계","2014","비경제활동인구 (천명)",3163
"서울특별시","계","2014","경제활동참가율 (%)",63.3
"서울특별시","계","2014","고용률 (%)",60.5
"서울특별시","계","2015","15세이상인구 (천명)",8611
"서울특별시","계","2015","경제활동인구 (천명)",5391
"서울특별시","계","2015","비경제활동인구 (천명)",3220
"서울특별시","계","2015","경제활동참가율 (%)",62.6
"서울특별시","계","2015","고용률 (%)",60.0
"서울특별시","계","2016","15세이상인구 (천명)",8583
"서울특별시","계","2016","경제활동인구 (천명)",5372
"서울특별시","계","2016","비경제활동인구 (천명)",3211
"서울특별시","계","2016","경제활동참가율 (%)",62.6
"서울특별시","계","2016","고용률 (%)",60.0
"서울특별시","계","2017","15세이상인구 (천명)",8557
"서울특별시","계","2017","경제활동인구 (천명)",5396
"서울특별시","계","2017","비경제활동인구 (천명)",3161
"서울특별시","계","2017","경제활동참가율 (%)",63.1
"서울특별시","계","2017","고용률 (%)",60.2
"서울특별시","계","2018","15세이상인구 (천명)",8521
"서울특별시","계","2018","경제활동인구 (천명)",5335
"서울특별시","계","2018","비경제활동인구 (천명)",3186
"서울특별시","계","2018","경제활동참가율 (%)",62.6
"서울특별시","계","2018","고용률 (%)",59.6
"서울특별시","계","2019","15세이상인구 (천명)",8478
"서울특별시","계","2019","경제활동인구 (천명)",5319
"서울특별시","계","2019","비경제활동인구 (천명)",3159
"서울특별시","계","2019","경제활동참가율 (%)",62.7
"서울특별시","계","2019","고용률 (%)",60.0
"서울특별시","계","2020","15세이상인구 (천명)",8516
"서울특별시","계","2020","경제활동인구 (천명)",5293
"서울특별시","계","2020","비경제활동인구 (천명)",3223
"서울특별시","계","2020","경제활동참가율 (%)",62.1
"서울특별시","계","2020","고용률 (%)",59.3
"서울특별시","계","2021","15세이상인구 (천명)",8533
"서울특별시","계","2021","경제활동인구 (천명)",5312
"서울특별시","계","2021","비경제활동인구 (천명)",3221
"서울특별시","계","2021","경제활동참가율 (%)",62.3
"서울특별시","계","2021","고용률 (%)",59.2
"서울특별시","계","2022","15세이상인구 (천명)",8465
"서울특별시","계","2022","경제활동인구 (천명)",5295
"서울특별시","계","2022","비경제활동인구 (천명)",3171
"서울특별시","계","2022","경제활동참가율 (%)",62.5
"서울특별시","계","2022","고용률 (%)",60.4
"서울특별시","계","2023","15세이상인구 (천명)",8469
"서울특별시","계","2023","경제활동인구 (천명)",5319
"서울특별시","계","2023","비경제활동인구 (천명)",3150
"서울특별시","계","2023","경제활동참가율 (%)",62.8
"서울특별시","계","2023","고용률 (%)",61.1
"서울특별시","계","2024","15세이상인구 (천명)",8470
"서울특별시","계","2024","경제활동인구 (천명)",5393
"서울특별시","계","2024","비경제활동인구 (천명)",3078
"서울특별시","계","2024","경제활동참가율 (%)",63.7
"서울특별시","계","2024","고용률 (%)",61.7
"서울특별시","15 - 29세","2014","15세이상인구 (천명)",1956
"서울특별시","15 - 29세","2014","경제활동인구 (천명)",936
"서울특별시","15 - 29세","2014","비경제활동인구 (천명)",1019
"서울특별시","15 - 29세","2014","경제활동참가율 (%)",47.9
"서울특별시","15 - 29세","2014","고용률 (%)",42.9
"서울특별시","15 - 29세","2015","15세이상인구 (천명)",1924
"서울특별시","15 - 29세","2015","경제활동인구 (천명)",930
"서울특별시","15 - 29세","2015","비경제활동인구 (천명)",994
"서울특별시","15 - 29세","2015","경제활동참가율 (%)",48.3
"서울특별시","15 - 29세","2015","고용률 (%)",43.8
"서울특별시","15 - 29세","2016","15세이상인구 (천명)",1907
"서울특별시","15 - 29세","2016","경제활동인구 (천명)",948
"서울특별시","15 - 29세","2016","비경제활동인구 (천명)",959
"서울특별시","15 - 29세","2016","경제활동참가율 (%)",49.7
"서울특별시","15 - 29세","2016","고용률 (%)",44.6
"서울특별시","15 - 29세","2017","15세이상인구 (천명)",1881
"서울특별시","15 - 29세","2017","경제활동인구 (천명)",948
"서울특별시","15 - 29세","2017","비경제활동인구 (천명)",933
"서울특별시","15 - 29세","2017","경제활동참가율 (%)",50.4
"서울특별시","15 - 29세","2017","고용률 (%)",45.3
"서울특별시","15 - 29세","2018","15세이상인구 (천명)",1850
"서울특별시","15 - 29세","2018","경제활동인구 (천명)",949
"서울특별시","15 - 29세","2018","비경제활동인구 (천명)",901
"서울특별시","15 - 29세","2018","경제활동참가율 (%)",51.3
"서울특별시","15 - 29세","2018","고용률 (%)",46.1
"서울특별시","15 - 29세","2019","15세이상인구 (천명)",1830
"서울특별시","15 - 29세","2019","경제활동인구 (천명)",953
"서울특별시","15 - 29세","2019","비경제활동인구 (천명)",877
"서울특별시","15 - 29세","2019","경제활동참가율 (%)",52.1
"서울특별시","15 - 29세","2019","고용률 (%)",47.5
"서울특별시","15 - 29세","2020","15세이상인구 (천명)",1818
"서울특별시","15 - 29세","2020","경제활동인구 (천명)",932
"서울특별시","15 - 29세","2020","비경제활동인구 (천명)",886
"서울특별시","15 - 29세","2020","경제활동참가율 (%)",51.3
"서울특별시","15 - 29세","2020","고용률 (%)",46.6
"서울특별시","15 - 29세","2021","15세이상인구 (천명)",1789
"서울특별시","15 - 29세","2021","경제활동인구 (천명)",993
"서울특별시","15 - 29세","2021","비경제활동인구 (천명)",796
"서울특별시","15 - 29세","2021","경제활동참가율 (%)",55.5
"서울특별시","15 - 29세","2021","고용률 (%)",50.5
"서울특별시","15 - 29세","2022","15세이상인구 (천명)",1739
"서울특별시","15 - 29세","2022","경제활동인구 (천명)",962
"서울특별시","15 - 29세","2022","비경제활동인구 (천명)",777
"서울특별시","15 - 29세","2022","경제활동참가율 (%)",55.3
"서울특별시","15 - 29세","2022","고용률 (%)",51.5
"서울특별시","15 - 29세","2023","15세이상인구 (천명)",1720
"서울특별시","15 - 29세","2023","경제활동인구 (천명)",939
"서울특별시","15 - 29세","2023","비경제활동인구 (천명)",781
"서울특별시","15 - 29세","2023","경제활동참가율 (%)",54.6
"서울특별시","15 - 29세","2023","고용률 (%)",51.8
"서울특별시","15 - 29세","2024","15세이상인구 (천명)",1685
"서울특별시","15 - 29세","2024","경제활동인구 (천명)",909
"서울특별시","15 - 29세","2024","비경제활동인구 (천명)",776
"서울특별시","15 - 29세","2024","경제활동참가율 (%)",53.9
"서울특별시","15 - 29세","2024","고용률 (%)",51.2
"서울특별시","15 - 19세","2014","15세이상인구 (천명)",568
"서울특별시","15 - 19세","2014","경제활동인구 (천명)",52
"서울특별시","15 - 19세","2014","비경제활동인구 (천명)",516
"서울특별시","15 - 19세","2014","경제활동참가율 (%)",9.1
"서울특별시","15 - 19세","2014","고용률 (%)",8.5
"서울특별시","15 - 19세","2015","15세이상인구 (천명)",546
"서울특별시","15 - 19세","2015","경제활동인구 (천명)",51
"서울특별시","15 - 19세","2015","비경제활동인구 (천명)",495
"서울특별시","15 - 19세","2015","경제활동참가율 (%)",9.3
"서울특별시","15 - 19세","2015","고용률 (%)",8.2
"서울특별시","15 - 19세","2016","15세이상인구 (천명)",529
"서울특별시","15 - 19세","2016","경제활동인구 (천명)",49
"서울특별시","15 - 19세","2016","비경제활동인구 (천명)",480
"서울특별시","15 - 19세","2016","경제활동참가율 (%)",9.3
"서울특별시","15 - 19세","2016","고용률 (%)",8.5
"서울특별시","15 - 19세","2017","15세이상인구 (천명)",497
"서울특별시","15 - 19세","2017","경제활동인구 (천명)",51
"서울특별시","15 - 19세","2017","비경제활동인구 (천명)",446
"서울특별시","15 - 19세","2017","경제활동참가율 (%)",10.3
"서울특별시","15 - 19세","2017","고용률 (%)",9.6
"서울특별시","15 - 19세","2018","15세이상인구 (천명)",464
"서울특별시","15 - 19세","2018","경제활동인구 (천명)",36
"서울특별시","15 - 19세","2018","비경제활동인구 (천명)",429
"서울특별시","15 - 19세","2018","경제활동참가율 (%)",7.7
"서울특별시","15 - 19세","2018","고용률 (%)",6.8
"서울특별시","15 - 19세","2019","15세이상인구 (천명)",437
"서울특별시","15 - 19세","2019","경제활동인구 (천명)",36
"서울특별시","15 - 19세","2019","비경제활동인구 (천명)",401
"서울특별시","15 - 19세","2019","경제활동참가율 (%)",8.3
"서울특별시","15 - 19세","2019","고용률 (%)",7.6
"서울특별시","15 - 19세","2020","15세이상인구 (천명)",408
"서울특별시","15 - 19세","2020","경제활동인구 (천명)",30
"서울특별시","15 - 19세","2020","비경제활동인구 (천명)",378
"서울특별시","15 - 19세","2020","경제활동참가율 (%)",7.2
"서울특별시","15 - 19세","2020","고용률 (%)",6.6
"서울특별시","15 - 19세","2021","15세이상인구 (천명)",382
"서울특별시","15 - 19세","2021","경제활동인구 (천명)",39
"서울특별시","15 - 19세","2021","비경제활동인구 (천명)",343
"서울특별시","15 - 19세","2021","경제활동참가율 (%)",10.1
"서울특별시","15 - 19세","2021","고용률 (%)",9.5
"서울특별시","15 - 19세","2022","15세이상인구 (천명)",367
"서울특별시","15 - 19세","2022","경제활동인구 (천명)",35
"서울특별시","15 - 19세","2022","비경제활동인구 (천명)",332
"서울특별시","15 - 19세","2022","경제활동참가율 (%)",9.4
"서울특별시","15 - 19세","2022","고용률 (%)",8.7
"서울특별시","15 - 19세","2023","15세이상인구 (천명)",368
"서울특별시","15 - 19세","2023","경제활동인구 (천명)",26
"서울특별시","15 - 19세","2023","비경제활동인구 (천명)",342
"서울특별시","15 - 19세","2023","경제활동참가율 (%)",7.1
"서울특별시","15 - 19세","2023","고용률 (%)",6.6
"서울특별시","15 - 19세","2024","15세이상인구 (천명)",360
"서울특별시","15 - 19세","2024","경제활동인구 (천명)",28
"서울특별시","15 - 19세","2024","비경제활동인구 (천명)",332
"서울특별시","15 - 19세","2024","경제활동참가율 (%)",7.7
"서울특별시","15 - 19세","2024","고용률 (%)",7.0
"서울특별시","20 - 29세","2014","15세이상인구 (천명)",1387
"서울특별시","20 - 29세","2014","경제활동인구 (천명)",885
"서울특별시","20 - 29세","2014","비경제활동인구 (천명)",503
"서울특별시","20 - 29세","2014","경제활동참가율 (%)",63.8
"서울특별시","20 - 29세","2014","고용률 (%)",57.0
"서울특별시","20 - 29세","2015","15세이상인구 (천명)",1378
"서울특별시","20 - 29세","2015","경제활동인구 (천명)",879
"서울특별시","20 - 29세","2015","비경제활동인구 (천명)",499
"서울특별시","20 - 29세","2015","경제활동참가율 (%)",63.8
"서울특별시","20 - 29세","2015","고용률 (%)",57.9
"서울특별시","20 - 29세","2016","15세이상인구 (천명)",1378
"서울특별시","20 - 29세","2016","경제활동인구 (천명)",898
"서울특별시","20 - 29세","2016","비경제활동인구 (천명)",479
"서울특별시","20 - 29세","2016","경제활동참가율 (%)",65.2
"서울특별시","20 - 29세","2016","고용률 (%)",58.4
"서울특별시","20 - 29세","2017","15세이상인구 (천명)",1384
"서울특별시","20 - 29세","2017","경제활동인구 (천명)",897
"서울특별시","20 - 29세","2017","비경제활동인구 (천명)",487
"서울특별시","20 - 29세","2017","경제활동참가율 (%)",64.8
"서울특별시","20 - 29세","2017","고용률 (%)",58.1
"서울특별시","20 - 29세","2018","15세이상인구 (천명)",1386
"서울특별시","20 - 29세","2018","경제활동인구 (천명)",913
"서울특별시","20 - 29세","2018","비경제활동인구 (천명)",473
"서울특별시","20 - 29세","2018","경제활동참가율 (%)",65.9
"서울특별시","20 - 29세","2018","고용률 (%)",59.2
"서울특별시","20 - 29세","2019","15세이상인구 (천명)",1393
"서울특별시","20 - 29세","2019","경제활동인구 (천명)",917
"서울특별시","20 - 29세","2019","비경제활동인구 (천명)",477
"서울특별시","20 - 29세","2019","경제활동참가율 (%)",65.8
"서울특별시","20 - 29세","2019","고용률 (%)",60.0
"서울특별시","20 - 29세","2020","15세이상인구 (천명)",1410
