시도별,성별,연령별,시점,추계인구
전국,계,55 - 59세,1988 년,1441506
전국,계,55 - 59세,1989 년,1516598
전국,계,55 - 59세,1990 년,1589504
전국,계,55 - 59세,1991 년,1674389
전국,계,55 - 59세,1992 년,1749203
전국,계,55 - 59세,1993 년,1820265
전국,계,55 - 59세,1994 년,1881895
전국,계,55 - 59세,1995 년,1927926
전국,계,55 - 59세,1996 년,1961234
전국,계,55 - 59세,1997 년,2011322
전국,계,55 - 59세,1998 년,2029040
전국,계,55 - 59세,1999 년,2016474
전국,계,55 - 59세,2000 년,2006389
전국,계,55 - 59세,2001 년,2008937
전국,계,55 - 59세,2002 년,2041047
전국,계,55 - 59세,2003 년,2105442
전국,계,55 - 59세,2004 년,2196938
전국,계,55 - 59세,2005 년,2285610
전국,계,55 - 59세,2006 년,2363424
전국,계,55 - 59세,2007 년,2441497
전국,계,55 - 59세,2008 년,2518813
전국,계,55 - 59세,2009 년,2611705
전국,계,55 - 59세,2010 년,2817315
전국,계,55 - 59세,2011 년,3065255
전국,계,55 - 59세,2012 년,3241925
전국,계,55 - 59세,2013 년,3457310
전국,계,55 - 59세,2014 년,3699016
전국,계,55 - 59세,2015 년,3884217
전국,계,55 - 59세,2016 년,4134915
전국,계,55 - 59세,2017 년,4225899
전국,계,55 - 59세,2018 년,4340508
전국,계,55 - 59세,2019 년,4295393
전국,계,55 - 59세,2020 년,4237067
전국,계,55 - 59세,2021 년,4113626
전국,계,55 - 59세,2022 년,4113957
전국,계,55 - 59세,2023 년,4070751
전국,계,55 - 59세,2024 년,4246026
전국,계,60 - 64세,1970 년,658773
전국,계,60 - 64세,1971 년,684845
전국,계,60 - 64세,1972 년,689332
전국,계,60 - 64세,1973 년,698262
전국,계,60 - 64세,1974 년,698520
전국,계,60 - 64세,1975 년,709170
전국,계,60 - 64세,1976 년,744604
전국,계,60 - 64세,1977 년,773967
전국,계,60 - 64세,1978 년,793066
전국,계,60 - 64세,1979 년,811766
전국,계,60 - 64세,1980 년,835876
전국,계,60 - 64세,1981 년,860174
전국,계,60 - 64세,1982 년,893176
전국,계,60 - 64세,1983 년,935774
전국,계,60 - 64세,1984 년,977601
전국,계,60 - 64세,1985 년,1010305
전국,계,60 - 64세,1986 년,1035168
전국,계,60 - 64세,1987 년,1055954
전국,계,60 - 64세,1988 년,1079622
전국,계,60 - 64세,1989 년,1111801
전국,계,60 - 64세,1990 년,1156731
전국,계,60 - 64세,1991 년,1205934
전국,계,60 - 64세,1992 년,1267444
전국,계,60 - 64세,1993 년,1332971
전국,계,60 - 64세,1994 년,1404302
전국,계,60 - 64세,1995 년,1488523
전국,계,60 - 64세,1996 년,1587609
전국,계,60 - 64세,1997 년,1659101
전국,계,60 - 64세,1998 년,1724288
전국,계,60 - 64세,1999 년,1779701
전국,계,60 - 64세,2000 년,1817056
전국,계,60 - 64세,2001 년,1859995
전국,계,60 - 64세,2002 년,1915420
전국,계,60 - 64세,2003 년,1950647
전국,계,60 - 64세,2004 년,1946812
전국,계,60 - 64세,2005 년,1946175
전국,계,60 - 64세,2006 년,1933740
전국,계,60 - 64세,2007 년,1963549
전국,계,60 - 64세,2008 년,2024598
전국,계,60 - 64세,2009 년,2117041
전국,계,60 - 64세,2010 년,2212040
전국,계,60 - 64세,2011 년,2302960
전국,계,60 - 64세,2012 년,2377804
전국,계,60 - 64세,2013 년,2443552
전국,계,60 - 64세,2014 년,2541221
전국,계,60 - 64세,2015 년,2750831
전국,계,60 - 64세,2016 년,2994342
전국,계,60 - 64세,2017 년,3170368
전국,계,60 - 64세,2018 년,3389068
전국,계,60 - 64세,2019 년,3627949
전국,계,60 - 64세,2020 년,3814370
전국,계,60 - 64세,2021 년,4064749
전국,계,60 - 64세,2022 년,4148113
전국,계,60 - 64세,2023 년,4258205
전국,계,60 - 64세,2024 년,4211091
전국,계,65 - 69세,1970 년,428725
전국,계,65 - 69세,1971 년,467031
전국,계,65 - 69세,1972 년,455436
전국,계,65 - 69세,1973 년,476567
전국,계,65 - 69세,1974 년,511455
전국,계,65 - 69세,1975 년,538406
전국,계,65 - 69세,1976 년,557018
전국,계,65 - 69세,1977 년,577862
전국,계,65 - 69세,1978 년,596346
전국,계,65 - 69세,1979 년,608411
전국,계,65 - 69세,1980 년,623957
전국,계,65 - 69세,1981 년,640668
전국,계,65 - 69세,1982 년,658652
전국,계,65 - 69세,1983 년,674263
전국,계,65 - 69세,1984 년,690739
전국,계,65 - 69세,1985 년,712208
전국,계,65 - 69세,1986 년,739370
전국,계,65 - 69세,1987 년,774362
전국,계,65 - 69세,1988 년,816658
전국,계,65 - 69세,1989 년,866053
전국,계,65 - 69세,1990 년,900851
전국,계,65 - 69세,1991 년,919104
전국,계,65 - 69세,1992 년,938875
전국,계,65 - 69세,1993 년,965304
전국,계,65 - 69세,1994 년,1002718
전국,계,65 - 69세,1995 년,1048214
전국,계,65 - 69세,1996 년,1100172
전국,계,65 - 69세,1997 년,1164709
전국,계,65 - 69세,1998 년,1229902
전국,계,65 - 69세,1999 년,1298093
전국,계,65 - 69세,2000 년,1381212
전국,계,65 - 69세,2001 년,1461093
전국,계,65 - 69세,2002 년,1528114
전국,계,65 - 69세,2003 년,1592234
전국,계,65 - 69세,2004 년,1649747
전국,계,65 - 69세,2005 년,1689609
전국,계,65 - 69세,2006 년,1734658
전국,계,65 - 69세,2007 년,1804867
전국,계,65 - 69세,2008 년,1866427
전국,계,65 - 69세,2009 년,1870279
전국,계,65 - 69세,2010 년,1878314
전국,계,65 - 69세,2011 년,1846336
전국,계,65 - 69세,2012 년,1874691
전국,계,65 - 69세,2013 년,1914508
전국,계,65 - 69세,2014 년,2005729
전국,계,65 - 69세,2015 년,2105631
전국,계,65 - 69세,2016 년,2210004
전국,계,65 - 69세,2017 년,2286519
전국,계,65 - 69세,2018 년,2356588
전국,계,65 - 69세,2019 년,2448622
전국,계,65 - 69세,2020 년,2662232
전국,계,65 - 69세,2021 년,2894911
전국,계,65 - 69세,2022 년,3063850
전국,계,65 - 69세,2023 년,3274183
전국,계,65 - 69세,2024 년,3509250
전국,계,70 - 74세,1970 년,311808
전국,계,70 - 74세,1971 년,321793
전국,계,70 - 74세,1972 년,318364
전국,계,70 - 74세,1973 년,316993
전국,계,70 - 74세,1974 년,310619
전국,계,70 - 74세,1975 년,335061
전국,계,70 - 74세,1976 년,345540
전국,계,70 - 74세,1977 년,357675
전국,계,70 - 74세,1978 년,378315
전국,계,70 - 74세,1979 년,405381
전국,계,70 - 74세,1980 년,425995
전국,계,70 - 74세,1981 년,441394
전국,계,70 - 74세,1982 년,459713
전국,계,70 - 74세,1983 년,475169
전국,계,70 - 74세,1984 년,489218
전국,계,70 - 74세,1985 년,506353
전국,계,70 - 74세,1986 년,517741
전국,계,70 - 74세,1987 년,535655
전국,계,70 - 74세,1988 년,553867
전국,계,70 - 74세,1989 년,570640
전국,계,70 - 74세,1990 년,598852
전국,계,70 - 74세,1991 년,619032
전국,계,70 - 74세,1992 년,649470
전국,계,70 - 74세,1993 년,690656
전국,계,70 - 74세,1994 년,733184
전국,계,70 - 74세,1995 년,766793
전국,계,70 - 74세,1996 년,788665
전국,계,70 - 74세,1997 년,813599
전국,계,70 - 74세,1998 년,842637
전국,계,70 - 74세,1999 년,881165
전국,계,70 - 74세,2000 년,922213
전국,계,70 - 74세,2001 년,963947
전국,계,70 - 74세,2002 년,1023257
전국,계,70 - 74세,2003 년,1081502
전국,계,70 - 74세,2004 년,1140499
전국,계,70 - 74세,2005 년,1214841
전국,계,70 - 74세,2006 년,1294801
전국,계,70 - 74세,2007 년,1362205
전국,계,70 - 74세,2008 년,1426335
전국,계,70 - 74세,2009 년,1492503
전국,계,70 - 74세,2010 년,1539637
전국,계,70 - 74세,2011 년,1587018
전국,계,70 - 74세,2012 년,1674052
전국,계,70 - 74세,2013 년,1754449
전국,계,70 - 74세,2014 년,1763752
전국,계,70 - 74세,2015 년,1779544
전국,계,70 - 74세,2016 년,1729122
전국,계,70 - 74세,2017 년,1756800
전국,계,70 - 74세,2018 년,1795390
전국,계,70 - 74세,2019 년,1886106
전국,계,70 - 74세,2020 년,1990347
전국,계,70 - 74세,2021 년,2090525
전국,계,70 - 74세,2022 년,2164766
전국,계,70 - 74세,2023 년,2234677
전국,계,70 - 74세,2024 년,2322783
전국,계,75 - 79세,1970 년,149850
전국,계,75 - 79세,1971 년,162497
전국,계,75 - 79세,1972 년,164326
전국,계,75 - 79세,1973 년,172242
전국,계,75 - 79세,1974 년,181623
전국,계,75 - 79세,1975 년,205140
전국,계,75 - 79세,1976 년,215892
전국,계,75 - 79세,1977 년,223076
전국,계,75 - 79세,1978 년,223042
전국,계,75 - 79세,1979 년,221813
전국,계,75 - 79세,1980 년,227859
전국,계,75 - 79세,1981 년,235639
전국,계,75 - 79세,1982 년,254134
전국,계,75 - 79세,1983 년,270403
전국,계,75 - 79세,1984 년,288285
전국,계,75 - 79세,1985 년,308108
전국,계,75 - 79세,1986 년,317362
전국,계,75 - 79세,1987 년,328409
전국,계,75 - 79세,1988 년,341072
전국,계,75 - 79세,1989 년,353200
전국,계,75 - 79세,1990 년,393129
전국,계,75 - 79세,1991 년,411385
전국,계,75 - 79세,1992 년,425260
전국,계,75 - 79세,1993 년,432880
전국,계,75 - 79세,1994 년,441816
전국,계,75 - 79세,1995 년,459426
전국,계,75 - 79세,1996 년,484221
전국,계,75 - 79세,1997 년,509498
전국,계,75 - 79세,1998 년,540375
전국,계,75 - 79세,1999 년,576492
전국,계,75 - 79세,2000 년,608084
전국,계,75 - 79세,2001 년,629856
전국,계,75 - 79세,2002 년,654403
전국,계,75 - 79세,2003 년,678767
전국,계,75 - 79세,2004 년,713772
전국,계,75 - 79세,2005 년,751853
전국,계,75 - 79세,2006 년,791754
전국,계,75 - 79세,2007 년,844714
전국,계,75 - 79세,2008 년,898014
전국,계,75 - 79세,2009 년,954171
전국,계,75 - 79세,2010 년,1025532
전국,계,75 - 79세,2011 년,1101326
전국,계,75 - 79세,2012 년,1167399
전국,계,75 - 79세,2013 년,1228474
전국,계,75 - 79세,2014 년,1298398
전국,계,75 - 79세,2015 년,1350503
전국,계,75 - 79세,2016 년,1400166
전국,계,75 - 79세,2017 년,1494315
전국,계,75 - 79세,2018 년,1579149
전국,계,75 - 79세,2019 년,1589635
전국,계,75 - 79세,2020 년,1608464
전국,계,75 - 79세,2021 년,1567444
전국,계,75 - 79세,2022 년,1596539
전국,계,75 - 79세,2023 년,1637098
전국,계,75 - 79세,2024 년,1723662
전국,계,80세이상,1970 년,100925
전국,계,80세이상,1971 년,103202
전국,계,80세이상,1972 년,106532
전국,계,80세이상,1973 년,111452
전국,계,80세이상,1974 년,116813
전국,계,80세이상,1975 년,138840
전국,계,80세이상,1976 년,143663
전국,계,80세이상,1977 년,150745
전국,계,80세이상,1978 년,159459
전국,계,80세이상,1979 년,169337
전국,계,80세이상,1980 년,178222
전국,계,80세이상,1981 년,180478
전국,계,80세이상,1982 년,186916
전국,계,80세이상,1983 년,194699
전국,계,80세이상,1984 년,205373
전국,계,80세이상,1985 년,215180
전국,계,80세이상,1986 년,226263
전국,계,80세이상,1987 년,238002
전국,계,80세이상,1988 년,250263
전국,계,80세이상,1989 년,263092
전국,계,80세이상,1990 년,302252
전국,계,80세이상,1991 년,316920
전국,계,80세이상,1992 년,332251
전국,계,80세이상,1993 년,348153
전국,계,80세이상,1994 년,364774
전국,계,80세이상,1995 년,382219
전국,계,80세이상,1996 년,421824
전국,계,80세이상,1997 년,441505
전국,계,80세이상,1998 년,456139
전국,계,80세이상,1999 년,467826
전국,계,80세이상,2000 년,483387
전국,계,80세이상,2001 년,516029
전국,계,80세이상,2002 년,551171
전국,계,80세이상,2003 년,587361
전국,계,80세이상,2004 년,626285
전국,계,80세이상,2005 년,664484
전국,계,80세이상,2006 년,704601
전국,계,80세이상,2007 년,748890
전국,계,80세이상,2008 년,797816
전국,계,80세이상,2009 년,859933
전국,계,80세이상,2010 년,922626
전국,계,80세이상,2011 년,980499
전국,계,80세이상,2012 년,1050587
전국,계,80세이상,2013 년,1125228
전국,계,80세이상,2014 년,1209247
전국,계,80세이상,2015 년,1305490
전국,계,80세이상,2016 년,1417791
전국,계,80세이상,2017 년,1528426
전국,계,80세이상,2018 년,1634958
전국,계,80세이상,2019 년,1764631
전국,계,80세이상,2020 년,1890824
전국,계,80세이상,2021 년,2016985
전국,계,80세이상,2022 년,2155978
전국,계,80세이상,2023 년,2289858
전국,계,80세이상,2024 년,2382540
전국,계,80 - 84세,2000 년,310114
전국,계,80 - 84세,2001 년,329611
전국,계,80 - 84세,2002 년,350265
전국,계,80 - 84세,2003 년,375966
전국,계,80 - 84세,2004 년,404920
전국,계,80 - 84세,2005 년,429246
전국,계,80 - 84세,2006 년,448312
전국,계,80 - 84세,2007 년,470006
전국,계,80 - 84세,2008 년,492598
전국,계,80 - 84세,2009 년,528386
전국,계,80 - 84세,2010 년,565597
전국,계,80 - 84세,2011 년,599815
전국,계,80 - 84세,2012 년,643644
전국,계,80 - 84세,2013 년,687406
전국,계,80 - 84세,2014 년,733018
전국,계,80 - 84세,2015 년,793916
전국,계,80 - 84세,2016 년,867222
전국,계,80 - 84세,2017 년,930279
전국,계,80 - 84세,2018 년,987409
전국,계,80 - 84세,2019 년,1055839
전국,계,80 - 84세,2020 년,1109242
전국,계,80 - 84세,2021 년,1157812
전국,계,80 - 84세,2022 년,1238755
전국,계,80 - 84세,2023 년,1311746
전국,계,80 - 84세,2024 년,1322888
전국,계,85 - 89세,2000 년,128397
전국,계,85 - 89세,2001 년,138867
전국,계,85 - 89세,2002 년,150508
전국,계,85 - 89세,2003 년,158543
전국,계,85 - 89세,2004 년,165287
전국,계,85 - 89세,2005 년,173940
전국,계,85 - 89세,2006 년,188510
전국,계,85 - 89세,2007 년,203971
전국,계,85 - 89세,2008 년,224477
전국,계,85 - 89세,2009 년,244803
전국,계,85 - 89세,2010 년,261945
전국,계,85 - 89세,2011 년,275332
전국,계,85 - 89세,2012 년,290468
전국,계,85 - 89세,2013 년,305257
전국,계,85 - 89세,2014 년,335355
전국,계,85 - 89세,2015 년,363551
전국,계,85 - 89세,2016 년,391295
전국,계,85 - 89세,2017 년,425167
전국,계,85 - 89세,2018 년,458588
전국,계,85 - 89세,2019 년,497418
전국,계,85 - 89세,2020 년,548700
전국,계,85 - 89세,2021 년,605532
전국,계,85 - 89세,2022 년,646358
전국,계,85 - 89세,2023 년,685925
전국,계,85 - 89세,2024 년,737630
전국,계,90 - 94세,2000 년,37139
전국,계,90 - 94세,2001 년,39163
전국,계,90 - 94세,2002 년,41466
전국,계,90 - 94세,2003 년,43367
전국,계,90 - 94세,2004 년,46025
전국,계,90 - 94세,2005 년,50264
전국,계,90 - 94세,2006 년,56026
전국,계,90 - 94세,2007 년,62191
전국,계,90 - 94세,2008 년,67293
전국,계,90 - 94세,2009 년,71866
전국,계,90 - 94세,2010 년,77964
전국,계,90 - 94세,2011 년,86046
전국,계,90 - 94세,2012 년,95044
전국,계,90 - 94세,2013 년,109626
전국,계,90 - 94세,2014 년,116393
전국,계,90 - 94세,2015 년,120958
전국,계,90 - 94세,2016 년,128909
전국,계,90 - 94세,2017 년,138080
전국,계,90 - 94세,2018 년,147576
전국,계,90 - 94세,2019 년,168248
전국,계,90 - 94세,2020 년,187321
전국,계,90 - 94세,2021 년,203889
전국,계,90 - 94세,2022 년,218926
전국,계,90 - 94세,2023 년,235791
전국,계,90 - 94세,2024 년,258561
전국,계,95 - 99세,2000 년,6758
전국,계,95 - 99세,2001 년,7294
전국,계,95 - 99세,2002 년,7704
전국,계,95 - 99세,2003 년,8184
전국,계,95 - 99세,2004 년,8700
전국,계,95 - 99세,2005 년,9516
전국,계,95 - 99세,2006 년,10113
전국,계,95 - 99세,2007 년,10958
전국,계,95 - 99세,2008 년,11541
전국,계,95 - 99세,2009 년,12800
전국,계,95 - 99세,2010 년,14866
전국,계,95 - 99세,2011 년,16966
전국,계,95 - 99세,2012 년,18920
전국,계,95 - 99세,2013 년,20321
전국,계,95 - 99세,2014 년,21645
전국,계,95 - 99세,2015 년,23923
전국,계,95 - 99세,2016 년,26886
전국,계,95 - 99세,2017 년,31033
전국,계,95 - 99세,2018 년,37233
전국,계,95 - 99세,2019 년,38355
전국,계,95 - 99세,2020 년,40208
전국,계,95 - 99세,2021 년,43381
전국,계,95 - 99세,2022 년,45030
전국,계,95 - 99세,2023 년,48645
전국,계,95 - 99세,2024 년,56005
전국,계,100세 이상,2000 년,979
전국,계,100세 이상,2001 년,1094
전국,계,100세 이상,2002 년,1228
전국,계,100세 이상,2003 년,1301
전국,계,100세 이상,2004 년,1353
전국,계,100세 이상,2005 년,1518
전국,계,100세 이상,2006 년,1640
전국,계,100세 이상,2007 년,1764
전국,계,100세 이상,2008 년,1907
전국,계,100세 이상,2009 년,2078
전국,계,100세 이상,2010 년,2254
전국,계,100세 이상,2011 년,2340
전국,계,100세 이상,2012 년,2511
전국,계,100세 이상,2013 년,2618
전국,계,100세 이상,2014 년,2836
전국,계,100세 이상,2015 년,3142
전국,계,100세 이상,2016 년,3479
전국,계,100세 이상,2017 년,3867
전국,계,100세 이상,2018 년,4152
전국,계,100세 이상,2019 년,4771
전국,계,100세 이상,2020 년,5353
전국,계,100세 이상,2021 년,6371
전국,계,100세 이상,2022 년,6909
전국,계,100세 이상,2023 년,7751
전국,계,100세 이상,2024 년,7456
전국,남자,계,1970 년,16308607
전국,남자,계,1971 년,16648884
전국,남자,계,1972 년,16955438
전국,남자,계,1973 년,17234877
전국,남자,계,1974 년,17514223
전국,남자,계,1975 년,17765828
전국,남자,계,1976 년,18058503
전국,남자,계,1977 년,18349416
전국,남자,계,1978 년,18637254
전국,남자,계,1979 년,18929361
전국,남자,계,1980 년,19235736
전국,남자,계,1981 년,19535680
전국,남자,계,1982 년,19837392
전국,남자,계,1983 년,20129120
전국,남자,계,1984 년,20375175
전국,남자,계,1985 년,20575600
전국,남자,계,1986 년,20771997
전국,남자,계,1987 년,20959980
전국,남자,계,1988 년,21155226
전국,남자,계,1989 년,21357389
전국,남자,계,1990 년,21568181
전국,남자,계,1991 년,21783914
전국,남자,계,1992 년,22013655
전국,남자,계,1993 년,22242554
전국,남자,계,1994 년,22472496
전국,남자,계,1995 년,22705329
전국,남자,계,1996 년,22924512
전국,남자,계,1997 년,23148092
전국,남자,계,1998 년,23295727
전국,남자,계,1999 년,23457837
전국,남자,계,2000 년,23666769
